time,origin_zone,dest_zone,counts
63000,0,1,"[0, 0, 0, 0, 0, 3, 0]"
68400,2,3,"[0, 0, 0, 0, 0, 1, 1]"
4200,1,2,"[0, 0, 0, 0, 0, 1, 0]"
82200,0,2,"[0, 0, 0, 0, 0, 1, 0]"
35400,2,3,"[0, 0, 0, 0, 0, 1, 0]"
70200,2,2,"[0, 0, 0, 0, 0, 1, 0]"
7200,2,3,"[0, 0, 0, 0, 0, 1, 0]"
18600,1,2,"[0, 0, 0, 0, 0, 1, 0]"
600,2,1,"[0, 0, 0, 0, 0, 1, 0]"
22800,3,2,"[0, 0, 0, 0, 0, 1, 0]"
4200,3,2,"[0, 0, 0, 0, 0, 1, 0]"
13800,2,2,"[0, 0, 0, 0, 0, 1, 0]"
85800,0,1,"[0, 0, 0, 0, 0, 5, 0]"
78600,2,0,"[0, 0, 0, 0, 0, 1, 0]"
71400,0,2,"[0, 0, 0, 0, 0, 1, 0]"
33000,2,1,"[0, 0, 0, 0, 0, 1, 1]"
18600,1,3,"[0, 0, 0, 0, 0, 1, 0]"
64800,2,3,"[0, 0, 0, 0, 0, 1, 0]"
4200,3,3,"[0, 0, 0, 0, 0, 1, 0]"
78000,2,2,"[0, 0, 0, 0, 0, 1, 0]"
35400,0,0,"[0, 0, 0, 0, 0, 1, 1]"
7200,1,2,"[0, 0, 0, 0, 0, 0, 2]"
76800,1,2,"[0, 0, 0, 0, 0, 0, 1]"
82800,2,1,"[0, 0, 0, 0, 0, 0, 1]"
51000,0,3,"[0, 0, 0, 0, 0, 0, 1]"
85800,1,3,"[0, 0, 0, 0, 0, 0, 1]"
43200,3,2,"[0, 0, 0, 0, 0, 0, 1]"
82800,3,2,"[0, 0, 0, 0, 0, 0, 1]"
72600,2,1,"[0, 0, 0, 0, 0, 0, 1]"
43800,2,3,"[0, 0, 0, 0, 0, 0, 1]"
9600,0,2,"[0, 0, 0, 0, 0, 0, 1]"
43200,2,0,"[0, 0, 0, 0, 0, 0, 1]"
19800,0,1,"[0, 0, 0, 0, 0, 0, 1]"
13200,0,1,"[0, 0, 0, 0, 0, 0, 1]"
16200,0,0,"[0, 0, 0, 0, 0, 0, 2]"
13800,1,2,"[0, 0, 0, 0, 0, 0, 1]"
78000,1,2,"[0, 0, 0, 0, 0, 0, 1]"
3600,1,3,"[0, 0, 0, 0, 0, 0, 1]"
8400,0,2,"[0, 0, 0, 0, 0, 0, 1]"
64200,0,2,"[0, 0, 0, 0, 0, 0, 1]"
82200,2,3,"[0, 0, 0, 0, 0, 0, 1]"
6600,0,3,"[0, 0, 0, 0, 0, 0, 1]"
61200,1,2,"[0, 0, 0, 0, 0, 0, 1]"
11400,0,1,"[0, 0, 0, 0, 0, 0, 4]"
17400,2,1,"[0, 0, 0, 0, 0, 0, 1]"
8400,2,2,"[0, 0, 0, 0, 0, 0, 3]"
69000,2,3,"[0, 0, 0, 0, 0, 0, 1]"
22800,1,0,"[0, 0, 0, 0, 0, 0, 2]"
10200,0,2,"[0, 0, 0, 0, 0, 0, 1]"
64800,3,2,"[0, 0, 0, 0, 0, 0, 1]"
49800,1,2,"[0, 0, 0, 0, 0, 0, 1]"
14400,2,2,"[0, 0, 0, 0, 0, 0, 1]"
27000,3,2,"[0, 0, 0, 0, 0, 0, 1]"
1800,1,2,"[0, 0, 0, 0, 0, 0, 1]"
50400,1,2,"[0, 0, 0, 0, 0, 0, 1]"
8400,1,3,"[0, 0, 0, 0, 0, 0, 1]"
9600,1,2,"[0, 0, 0, 0, 0, 0, 1]"
3000,2,3,"[0, 0, 0, 0, 0, 0, 1]"
5400,2,1,"[0, 0, 0, 0, 0, 0, 1]"
81000,0,2,"[0, 0, 0, 0, 0, 0, 1]"
27600,2,3,"[0, 0, 0, 0, 0, 0, 1]"
61200,3,3,"[0, 0, 0, 0, 0, 0, 1]"
84600,2,1,"[0, 0, 0, 0, 0, 0, 1]"
36000,2,2,"[0, 0, 0, 0, 0, 0, 1]"
6000,1,2,"[0, 0, 0, 0, 0, 0, 1]"
61800,1,2,"[0, 0, 0, 0, 0, 0, 1]"
55800,0,2,"[0, 0, 0, 0, 0, 0, 1]"
11400,2,3,"[0, 0, 0, 0, 0, 0, 1]"
73800,3,2,"[0, 0, 0, 0, 0, 0, 1]"
62400,3,1,"[0, 0, 0, 0, 0, 0, 1]"
68400,3,0,"[0, 0, 0, 0, 0, 0, 1]"
18000,0,1,"[0, 0, 0, 0, 0, 0, 1]"
76800,3,2,"[0, 0, 0, 0, 0, 0, 1]"
84000,2,1,"[0, 0, 0, 0, 0, 0, 1]"
45600,0,1,"[0, 0, 0, 0, 0, 0, 1]"
4800,1,3,"[0, 0, 0, 0, 0, 0, 1]"
